song,artist,word_count,reading_ease,polarity,subjectivity
Heartbreaker,Dionne Warwick,310,97.2,0.186988304094,0.54634502924
Dirty Laundry,Don Henley,450,99.23,-0.126903817082,0.488227513228
She Works Hard For The Money,Donna Summer,345,100.24,-0.0590805471125,0.528774062817
Hungry Like The Wolf,Duran Duran,359,104.64,0.0862637362637,0.471978021978
Is There Something I Should Know,Duran Duran,237,87.72,-0.0962450592885,0.684980237154
Fall In Love With Me,"Earth, Wind and Fire",244,107.69,0.203341687552,0.420593149541
You And I,Eddie Rabbitt and Crystal Gayle,179,100.24,0.361363636364,0.440151515152
Electric Avenue,Eddy Grant,315,88.74,-0.0247777777778,0.375444444444
I'm Still Standing,Elton John,277,93.14,0.108017676768,0.50386002886
I've Got A Rock 'N' Roll Heart,Eric Clapton,248,101.59,-0.154662698413,0.433234126984
Sweet Dreams (Are Made Of This),Eurythmics,235,91.78,0.35,0.65
Far From Over,Frank Stallone,113,88.74,0.0222222222222,0.581944444444
I Know There's Something Going On,Frida,209,89.75,-0.00378787878788,0.503787878788
Twilight Zone,Golden Earring,472,89.75,-0.0488319088319,0.503874643875
Jeopardy,Greg Kihn Band,117,90.77,0.20119047619,0.591666666667
(Keep Feeling) Fascination,Human League,190,74.86,0.309837662338,0.495982683983
Flashdance... What A Feeling,Irene Cara,?,?,?,?
Lawyers In Love,Jackson Browne,136,87.72,0.284920634921,0.64126984127
Up Where We Belong,Joe Cocker and Jennifer Warnes,178,90.77,?,?
Breaking Us In Two,Joe Jackson,236,105.66,0.125392316017,0.42454004329
Steppin' Out,Joe Jackson,181,89.75,0.0430555555556,0.481944444444
Faithfully,Journey,141,87.72,0.271957671958,0.429828042328
Separate Ways,Journey,223,88.74,0.4,0.588095238095
Too Shy,Kajagoogoo,144,107.69,-0.365740740741,0.484259259259
Heart To Heart,Kenny Loggins,338,98.21,0.118035714286,0.530396825397
We've Got Tonight,Kenny Rogers and Sheena Easton,?,?,?,?
Come Dancing,Kinks,334,88.74,-0.0419191919192,0.411616161616
How Am I Supposed To Live Without You,Laura Branigan,303,93.14,0.144851290685,0.487808641975
Solitaire,Laura Branigan,237,79.26,0.0912037037037,0.549074074074
My Love,Lionel Richie,186,96.18,0.451111111111,0.603703703704
Truly,Lionel Richie,132,98.21,0.321803977273,0.508854166667
You Are,Lionel Richie,339,99.23,0.246551724138,0.527586206897
The Other Guy,Little River Band,276,102.61,-0.000185185185185,0.37462962963
Hot Girls In Love,Loverboy,298,100.24,0.212857142857,0.523571428571
Our House,Madness,315,97.2,0.0719444444444,0.263055555556
Sexual Healing,Marvin Gaye,347,88.74,0.385097001764,0.64155643739
Overkill,Men At Work,164,74.86,-0.0263888888889,0.633333333333
Down Under,Men At Work,294,97.2,0.271581196581,0.41047008547
It's A Mistake,Men At Work,211,88.74,-0.0277777777778,0.550505050505
The Safety Dance,Men Without Hats,398,90.77,0.137414965986,0.580272108844
Human Nature,Michael Jackson,290,107.69,0.0583333333333,0.191666666667
Billie Jean,Michael Jackson,455,102.61,0.0790550595238,0.61915922619
Wanna Be Startin' Somethin',Michael Jackson,708,98.21,0.0115,0.36725
Beat It,Michael Jackson,390,104.64,0.148616780045,0.555918367347
The Girl Is Mine,Michael Jackson and Paul McCartney,?,?,?,?
Maniac,Michael Sembello,274,86.71,0.267361111111,0.70625
What About Me,Moving Pictures,285,99.23,0.242104872252,0.520261437908
Pass The Dutchie,Musical Youth,571,101.59,0.0474137931034,0.166379310345
"Promises, Promises",Naked Eyes,164,81.29,0.323571428571,0.593571428571
Baby Come To Me,Patti Austin and James Ingram,?,?,?,?
Tonight I Celebrate My Love,Peabo Bryson and Roberta Flack,215,89.75,0.35202020202,0.558585858586
You Can't Hurry Love,Phil Collins,326,98.21,0.286663715073,0.611471861472
Every Breath You Take,Police,212,83.32,-0.210119047619,0.584523809524
Back On The Chain Gang,Pretenders,199,106.67,-0.0194214876033,0.168181818182
1999,Prince,523,79.26,?,?
Little Red Corvette,Prince,478,89.75,?,?
Take Me To Heart,Quarterflash,223,101.26,0.172601010101,0.386111111111
Affair Of The Heart,Rick Springfield,299,93.14,0.148684210526,0.469047619048
Your Love Is Driving Me Crazy,Sammy Hagar,196,87.72,0.152380952381,0.647465437788
Never Gonna Let You Go,Sergio Mendes,369,97.2,0.229047619048,0.46126984127
Dead Giveaway,Shalamar,352,89.75,-0.0595833333333,0.468611111111
TRUE,Spandau Ballet,318,115.13,0.241228070175,0.482456140351
It Might Be You,Stephen Bishop,211,90.77,0.305,0.425
Stand Back,Stevie Nicks,296,99.23,0.1375,0.325396825397
Stray Cat Strut,Stray Cats,203,96.18,0.0691402116402,0.435066137566
(She's) Sexy + 17,Stray Cats,315,96.18,0.0360576923077,0.510576923077
Don't Let It End,Styx,250,96.18,0.137578914141,0.406597222222
Mr. Roboto,Styx,?,?,?,?
Puttin' On The Ritz,Taco,334,87.72,0.215007558579,0.551885865457
She Blinded Me With Science,Thomas Dolby,241,83.32,0.107142857143,0.517857142857
You Got Lucky,Tom Petty and The Heartbreakers,134,108.7,0.36798245614,0.646929824561
Mickey,Toni Basil,506,87.72,0.223354341737,0.545168067227
I Won't Hold You Back,Toto,218,95.17,0.218367346939,0.288605442177
Africa,Toto,313,86.71,?,?
She's A Beauty,Tubes,264,98.21,0.264196428571,0.548571428571
Cruel Summer,Bananarama,192,99.23,-0.484981684982,0.944505494505
Eyes Without A Face,Billy Idol,286,91.78,0.0402892561983,0.517252066116
An Innocent Man,Billy Joel,376,89.75,0.0779391133558,0.560802469136
The Longest Time,Billy Joel,257,99.23,0.143634085213,0.601616541353
Uptown Girl,Billy Joel,260,107.69,0.189415204678,0.55298245614
Caribbean Queen,Billy Ocean,210,89.75,0.179761904762,0.482142857143
Rock Me Tonite,Billy Squier,370,97.2,0.0651767676768,0.502515873016
Dancing In The Dark,Bruce Springsteen,306,88.74,-0.155839002268,0.462641723356
Cover Me,Bruce Springsteen,239,94.15,0.140740740741,0.526666666667
Drive,Cars,127,101.26,-0.0222222222222,0.762698412698
Magic,Cars,131,101.26,0.192222222222,0.791111111111
You Might Think,Cars,278,108.7,-0.228743961353,0.635628019324
Hard Habit To Break,Chicago,323,98.21,-0.100404911181,0.49224137931
Got A Hold On Me,Christine McVie,240,91.78,0.440503557745,0.559085933224
Think Of Laura,Christopher Cross,228,105.66,0.269696969697,0.3
Sunglasses At Night,Corey Hart,316,98.21,0.0285714285714,0.711904761905
Miss Me Blind,Culture Club,393,115.13,0.267105263158,0.576315789474
Karma Chameleon,Culture Club,321,87.72,0.199537037037,0.453703703704
Church Of The Poison Mind,Culture Club,361,106.67,0.322222222222,0.685555555556
Time After Time,Cyndi Lauper,254,90.77,-0.0356643356643,0.45034965035
Girls Just Want To Have Fun,Cyndi Lauper,320,98.21,0.303603896104,0.311785714286
She Bop,Cyndi Lauper,285,114.12,0.184199134199,0.411880711881
I Can Dream About You,Dan Hartman,242,104.64,0.100198412698,0.55753968254
Adult Education,Daryl Hall and John Oates,?,?,?,?
Say It Isn't So,Daryl Hall and John Oates,?,?,?,?
Time Will Reveal,Debarge,343,94.15,0.337993920973,0.583958122256
Let's Hear It For The Boy,Deniece Williams,349,106.67,0.30462962963,0.555555555556
New Moon On Monday,Duran Duran,311,89.75,-0.0870523415978,0.63810835629
The Reflex,Duran Duran,337,90.77,0.0234944115713,0.55120973044
Union Of The Snake,Duran Duran,245,88.74,0.167063492063,0.455952380952
I Guess That's Why They Call It The Blues,Elton John,264,96.18,0.274147727273,0.46875
Sad Songs (Say So Much),Elton John,327,97.2,-0.1614554155,0.713818860878
Here Comes The Rain Again,Eurythmics,174,90.77,0.0681818181818,0.477272727273
That's All,Genesis,391,103.63,0.0422360248447,0.342598343685
Head Over Heels,Go-Go's,233,100.24,0.0926691729323,0.486528822055
I Want A New Drug,Huey Lewis and The News,?,?,?,?
The Heart Of Rock 'N' Roll,Huey Lewis and The News,?,?,?,?
If This Is It,Huey Lewis and The News,?,?,?,?
Breakdance,Irene Cara,148,80.28,0.154292929293,0.449494949495
State Of Shock,Jacksons,310,88.74,0.409615384615,0.533974358974
Yah Mo B There,James Ingram and Michael McDonald,?,?,?,?
On The Dark Side,John Cafferty and The Beaver Brown Band,?,?,?,?
Pink Houses,John Cougar Mellencamp,263,89.75,0.0309143518519,0.428584656085
Nobody Told Me,John Lennon,212,69.79,0.113053977273,0.305909090909
Missing You,John Waite,279,90.77,-0.166187169312,0.182953042328
To All The Girls I've Loved Before,Julio Iglesias and Willie Nelson,?,?,?,?
Give It Up,K.C.,?,?,?,?
Footloose,Kenny Loggins,249,82.31,0.0522554605888,0.437630579297
Islands In The Stream,Kenny Rogers and Dolly Parton,?,?,?,?
Tonight,Kool and The Gang,?,?,?,?
Joanna,Kool and The Gang,?,?,?,?
Self Control,Laura Branigan,321,87.72,0.182491582492,0.549831649832
Hello,Lionel Richie,161,97.2,0.240909090909,0.445454545455
Stuck On You,Lionel Richie,184,106.67,0.143055555556,0.655341880342
Running With The Night,Lionel Richie,179,104.64,0.301221001221,0.623870573871
All Night Long (All Night),Lionel Richie,427,98.21,0.0812757201646,0.412551440329
Borderline,Madonna,245,89.75,0.434920634921,0.519841269841
Holiday,Madonna,160,84.34,0.227160493827,0.53950617284
Lucky Star,Madonna,353,89.75,0.489682539683,0.722222222222
Break My Stride,Matthew Wilder,354,98.21,-0.199166666667,0.395416666667
Almost Paradise,Mike Reno and Ann Wilson,?,?,?,?
99 Luftballons,Nena,182,91.78,?,?
Sister Christian,Night Ranger,174,90.77,0.0926020408163,0.436649659864
When You Close Your Eyes,Night Ranger,324,106.67,0.0702290764791,0.367343073593
Twist Of Fate,Olivia Newton-John,271,90.77,0.138727081742,0.411320664629
Breakin'... There's No Stopping Us,Ollie And Jerry,?,?,?,?
Love Is A Battlefield,Pat Benatar,241,91.78,0.156896551724,0.510057471264
Say Say Say,Paul McCartney and Michael Jackson,?,?,?,?
If Ever You're In My Arms Again,Peabo Bryson,309,90.77,0.376666666667,0.420833333333
Major Tom (Coming Home),Peter Schilling,221,72.83,0.236734693878,0.557879818594
Against All Odds (Take A Look At Me Now),Phil Collins,259,97.2,0.0941176470588,0.405882352941
Jump (For My Love),Pointer Sisters,360,102.61,0.4068001443,0.575613275613
Automatic,Pointer Sisters,297,66.4,-0.0760288065844,0.459979423868
Wrapped Around Your Finger,Police,184,90.77,-0.0845238095238,0.466666666667
When Doves Cry,Prince,353,89.75,?,?
Let's Go Crazy,Prince and The Revolution,330,90.77,-0.0807449494949,0.537103174603
Cum On Feel The Noize,Quiet Riot,245,108.7,0.075641025641,0.430769230769
Round And Round,Ratt,291,98.21,0.0136724386724,0.459884559885
I Still Can't Get Over Loving You,Ray Parker Jr.,?,?,?,?
Ghostbusters,Ray Parker Jr.,?,?,?,?
Love Somebody,Rick Springfield,230,81.29,0.195740200842,0.626409135083
Somebody's Watching Me,Rockwell,346,82.31,-0.0907967032967,0.446428571429
Infatuation,Rod Stewart,161,81.29,0.0843720821662,0.498506069094
Undercover Of The Night,Rolling Stones,266,80.28,0.0688407181054,0.372302860538
Talking In Your Sleep,Romantics,331,105.66,0.289065255732,0.510670194004
The Warrior,Scandal,1,?,0.0,0.0
Dancing In The Sheets,Shalamar,255,96.18,0.1,0.9
Let The Music Play,Shannon,239,90.77,0.302797202797,0.441375291375
The Glamorous Life,Sheila E.,?,?,?,?
Oh Sherrie,Steve Perry,227,98.21,0.447222222222,0.605555555556
I Just Called To Say I Love You,Stevie Wonder,237,96.18,0.194627272727,0.479796969697
Hold Me Now,Thompson Twins,269,101.59,0.419155844156,0.832305194805
What's Love Got To Do With It,Tina Turner,294,95.17,0.237878787879,0.49658008658
They Don't Know,Tracy Ullman,?,?,?,?
Jump,Van Halen,174,107.69,-0.424074074074,0.52037037037
Dance Hall Days,Wang Chung,249,97.2,0.337272727273,0.508181818182
Owner Of A Lonely Heart,Yes,316,82.31,0.0417355371901,0.609659090909
Legs,ZZ Top,139,96.18,0.0935185185185,0.57962962963
Be Near Me,ABC,201,91.78,0.135714285714,0.409931972789
Take On Me,a-ha,224,101.26,0.05625,0.625
Obsession,Animotion,218,91.78,-0.025,0.35
Freeway Of Love,Aretha Franklin,424,98.21,0.222156084656,0.455306567071
Solid,Ashford and Simpson,?,?,?,?
Suddenly,Billy Ocean,178,79.26,0.176623376623,0.380808080808
Loverboy,Billy Ocean,221,88.74,0.304861111111,0.532638888889
Born In The USA,Bruce Springsteen,233,98.21,0.0202777777778,0.296111111111
I'm On Fire,Bruce Springsteen,101,96.18,-0.0253787878788,0.506060606061
Glory Days,Bruce Springsteen,278,105.66,-0.0731805555556,0.294638888889
Heaven,Bryan Adams,272,98.21,0.0513888888889,0.523611111111
Run To You,Bryan Adams,266,105.66,0.239638447972,0.558774250441
Summer Of '69,Bryan Adams,250,98.21,0.18864379085,0.222630718954
I Feel For You,Chaka Khan,559,106.67,0.426,0.516857142857
You're The Inspiration,Chicago,243,100.24,0.334693877551,0.487414965986
Nightshift,Commodores,310,91.78,0.295238095238,0.564078674948
Never Surrender,Corey Hart,241,88.74,0.0519106407995,0.546766607878
All Through The Night,Cyndi Lauper,233,105.66,0.0445616883117,0.280681818182
Method Of Modern Love,Daryl Hall and John Oates,?,?,?,?
Out Of Touch,Daryl Hall and John Oates,?,?,?,?
California Girls,David Lee Roth,223,105.66,0.164444444444,0.213888888889
Who's Holding Donna Now,Debarge,128,90.77,0.0808201058201,0.525881834215
Rhythm Of The Night,Debarge,381,95.17,0.204404761905,0.483571428571
Missing You,Diana Ross,242,100.24,0.0191358024691,0.282716049383
Money For Nothing,Dire Straits,264,87.72,0.205357142857,0.714285714286
All She Wants To Do Is Dance,Don Henley,322,107.69,0.116736694678,0.163795518207
The Boys Of Summer,Don Henley,331,96.18,0.151509661836,0.461352657005
The Wild Boys,Duran Duran,246,98.21,0.0907243163341,0.426127124908
A View To A Kill,Duran Duran,183,86.71,-0.0857142857143,0.42380952381
Would I Lie To You?,Eurythmics,?,?,?,?
I Want To Know What Love Is,Foreigner,366,89.08,?,?
You Belong To The City,Glenn Frey,269,99.23,0.0491452991453,0.327136752137
The Heat Is On,Glenn Frey,277,105.66,0.143333333333,0.423333333333
Axel F,Harold Faltermeyer,2,?,0.0,0.0
What About Love,Heart,215,90.77,0.335185185185,0.58912037037
Sea Of Love,Honeydrippers,123,106.67,0.5,0.6
Things Can Only Get Better,Howard Jones,190,104.64,0.0855952380952,0.848333333333
The Power Of Love,Huey Lewis and The News,1,?,0.0,0.0
All I Need,Jack Wagner,217,96.18,0.23832815735,0.684765355418
Miami Vice Theme,Jan Hammer,2,?,0.0,0.0
Do What You Do,Jermaine Jackson,133,114.12,-0.0906593406593,0.720879120879
Lonely Ol' Night,John Cougar Mellencamp,164,88.74,-0.0973684210526,0.706578947368
St. Elmo's Fire (Man In Motion),John Parr,?,?,?,?
Too Late For Goodbyes,Julian Lennon,151,97.2,0.00526315789474,0.442105263158
Walking On Sunshine,Katrina and The Waves,293,97.2,0.443634920635,0.53453968254
Cherish,Kool and The Gang,?,?,?,?
Misled,Kool and The Gang,?,?,?,?
Fresh,Kool and The Gang,?,?,?,?
Penny Lover,Lionel Richie,201,89.75,0.314166666667,0.535833333333
Crazy For You,Madonna,242,106.67,-0.218883277217,0.724607182941
Angel,Madonna,251,90.77,0.109920634921,0.487698412698
Dress You Up,Madonna,231,90.77,0.410518225736,0.544883618797
Like A Virgin,Madonna,207,91.78,0.27375,0.5
Material Girl,Madonna,329,81.29,0.102182539683,0.594543650794
In My House,Mary Jane Girls,248,99.23,0.157465277778,0.746180555556
One Night In Bangkok,Murray Head,382,86.71,0.0526709401709,0.513603988604
Cool It Now,New Edition,560,99.23,0.0300111925112,0.448483923484
Sentimental Street,Night Ranger,318,90.77,0.016049382716,0.628600823045
We Belong,Pat Benatar,311,86.71,0.271428571429,0.507738095238
No More Lonely Nights,Paul McCartney,201,88.74,0.0664285714286,0.609428571429
Everytime You Go Away,Paul Young,220,89.75,0.1125,0.366071428571
One More Night,Phil Collins,366,89.75,?,?
Sussudio,Phil Collins,145,89.75,0.4,0.465
Don't Lose My Number,Phil Collins,315,87.72,-0.0414141414141,0.562626262626
Separate Lives,Phil Collins and Marilyn Martin,?,?,?,?
Easy Lover,Philip Bailey and Phil Collins,?,?,?,?
Neutron Dance,Pointer Sisters,412,98.21,0.171911421911,0.744039294039
Some Like It Hot,Power Station,305,95.17,0.232142857143,0.703571428571
Raspberry Beret,Prince and The Revolution,362,97.2,0.378267973856,0.512418300654
Oh Sheila,Ready For The World,314,98.21,0.305070546737,0.675617283951
Can't Fight This Feeling,REO Speedwagon,297,88.74,-0.19,0.63
Smooth Operator,Sade,208,72.83,0.282072072072,0.436396396396
Sugar Walls,Sheena Easton,252,80.28,?,?
Strut,Sheena Easton,326,95.17,-0.0590277777778,0.463194444444
Don't You (Forget About Me),Simple Minds,285,99.23,0.0480158730159,0.335317460317
We Built This City,Starship,323,93.14,0.15,0.509523809524
Part-Time Lover,Stevie Wonder,233,88.74,-0.0636363636364,0.560606060606
Fortress Around Your Heart,Sting,19,62.34,-0.3125,0.6875
If You Love Somebody Set Them Free,Sting,19,62.34,-0.3125,0.6875
The Search Is Over,Survivor,275,93.14,0.188095238095,0.511451247166
I Can't Hold Back,Survivor,281,105.66,0.00386473429952,0.132367149758
Shout,Tears For Fears,355,99.23,0.0500459136823,0.483838383838
Everybody Wants To Rule The World,Tears For Fears,143,81.29,0.244007936508,0.43373015873
Head Over Heels,Tears For Fears,207,89.75,-0.0136363636364,0.483333333333
Lover Girl,Teena Marie,361,105.66,0.180681818182,0.429545454545
Lay Your Hands On Me,Thompson Twins,321,106.67,0.0497916666667,0.616666666667
Voices Carry,'Til Tuesday,209,100.24,-0.0843137254902,0.357843137255
Jungle Love,Time,213,99.23,0.256181318681,0.651373626374
Private Dancer,Tina Turner,295,97.2,0.0537549407115,0.319565217391
Better Be Good To Me,Tina Turner,313,106.67,0.488680892751,0.539316949201
We Don't Need Another Hero,Tina Turner,211,87.72,0.0875,0.361458333333
We Are The World,U.S.A. For Africa,?,?,?,?
Careless Whisper,Wham!,343,99.23,0.110185185185,0.665740740741
Freedom,Wham!,320,99.23,0.126471560847,0.447883597884
Wake Me Up Before You Go-Go,Wham!,402,87.72,0.0490816326531,0.516649659864
Everything She Wants,Wham!,293,97.2,0.211904761905,0.490476190476
Saving All My Love For You,Whitney Houston,176,96.18,0.219064872326,0.456838934013
You Give Good Love,Whitney Houston,382,89.75,0.567567567568,0.566216216216
Sweet Love,Anita Baker,283,98.21,0.422714285714,0.626714285714
Election Day,Arcadia,276,91.78,?,?
Secret Lovers,Atlantic Starr,289,95.17,0.0164078674948,0.687422360248
Tarzan Boy,Baltimora,199,79.26,-0.018962585034,0.468537414966
Venus,Bananarama,142,91.78,0.15119047619,0.57619047619
Manic Monday,Bangles,242,91.78,-0.00555555555556,0.258585858586
Mad About You,Belinda Carlisle,1,?,0.0,0.0
Take My Breath Away,Berlin,175,69.79,-0.0328125,0.615625
There'll Be Sad Songs,Billy Ocean,278,99.23,0.244137806638,0.64705988456
When The Going Gets Tough,Billy Ocean,321,108.7,-0.19984984985,0.620870870871
You Give Love A Bad Name,Bon Jovi,283,89.75,-0.0875625,0.568
Amanda,Boston,261,96.18,0.332417582418,0.605494505495
Word Up,Cameo,220,94.15,0.135277777778,0.636388888889
Friends And Lovers,Carl Anderson and Gloria Loring,?,?,?,?
Tonight She Comes,Cars,215,109.72,0.467261904762,0.617261904762
True Colors,Cyndi Lauper,241,99.23,0.161342592593,0.678472222222
Dreamtime,Daryl Hall,340,88.74,0.0614087301587,0.517311507937
That's What Friends Are For,Dionne and Friends,?,?,?,?
Walk Of Life,Dire Straits,253,86.71,0.0333333333333,0.266666666667
Life In A Northern Town,Dream Academy,163,99.23,-0.0933333333333,0.273333333333
Take Me Home Tonight,Eddie Money,317,81.29,0.0361842105263,0.636842105263
Party All The Time,Eddie Murphy,227,88.74,0.104166666667,0.233333333333
Who's Johnny,El Debarge,265,89.75,0.306222718254,0.491587301587
Nikita,Elton John,287,87.72,0.0854166666667,0.329166666667
Rock Me Amadeus,Falco,423,74.86,0.23125,0.44375
Tender Love,Force M.D.'s,?,?,?,?
Throwing It All Away,Genesis,238,90.77,0.101144781145,0.554259259259
Invisible Touch,Genesis,301,86.71,-0.0577731092437,0.474579831933
A Different Corner,George Michael,172,94.15,0.0520833333333,0.6
Don't Forget Me (When I'm Gone),Glass Tiger,193,99.23,0.229411764706,0.588235294118
These Dreams,Heart,307,90.77,-0.0219276094276,0.44012345679
Never,Heart,250,82.31,0.136684303351,0.660141093474
No One Is To Blame,Howard Jones,228,95.17,0.216437098255,0.205050505051
Stuck With You,Huey Lewis and The News,?,?,?,?
What You Need,INXS,116,104.64,-0.254166666667,0.783333333333
Living In America,James Brown,282,81.29,0.0996590909091,0.566287878788
When I Think Of You,Janet Jackson,211,99.23,0.42619047619,0.588095238095
Nasty,Janet Jackson,280,98.21,-0.698908730159,0.87748015873
What Have You Done For Me Lately,Janet Jackson,223,98.21,-0.0348401598402,0.548901098901
We Don't Have To Take Our Clothes Off,Jermaine Stewart,414,101.59,0.292195767196,0.516534391534
Crush On You,Jets,308,105.66,0.0733333333333,0.503333333333
Small Town,John Cougar Mellencamp,206,97.2,-0.131711647727,0.41796875
R.O.C.K. In The U.S.A.,John Cougar Mellencamp,?,?,?,?
Danger Zone,Kenny Loggins,175,81.29,0.18612244898,0.454693877551
I Miss You,Klymaxx,293,107.69,0.126609848485,0.619166666667
Something About You,Level 42,223,91.78,0.152285459638,0.600770308123
"Say You, Say Me",Lionel Richie,207,97.2,0.086684303351,0.524955908289
Love Will Conquer All,Lionel Richie,232,100.24,0.0927248677249,0.534700176367
Dancing On The Ceiling,Lionel Richie,278,91.78,0.0249283835822,0.489910303372
All Cried Out,Lisa Lisa and Cult Jam With Full Force,?,?,?,?
Live To Tell,Madonna,278,98.21,-0.128771043771,0.636111111111
True Blue,Madonna,446,88.74,0.383886054422,0.556207482993
Papa Don't Preach,Madonna,1,?,0.0,0.0
Words Get In The Way,Miami Sound Machine,152,95.17,0.248051948052,0.507792207792
Conga,Miami Sound Machine,318,84.68,0.216666666667,0.516666666667
Bad Boy,Miami Sound Machine,238,117.16,-0.490664160401,0.622890559733
Sweet Freedom,Michael McDonald,178,82.31,0.185482804233,0.616501322751
Silent Running,Mike and The Mechanics,296,98.21,0.172,0.514666666667
All I Need Is A Miracle,Mike and The Mechanics,356,104.64,0.24880952381,0.543005952381
Your Wildest Dreams,Moody Blues,219,91.78,0.314545454545,0.461818181818
Broken Wings,Mr. Mister,?,?,?,?
Kyrie,Mr. Mister,?,?,?,?
I Can't Wait,Nu Shooz,295,103.63,0.310757575758,0.555
If You Leave,Orchestral Manoeuvres In The Dark,229,98.21,0.0379464285714,0.211160714286
Your Love,Outfield,236,89.75,0.297929606625,0.56332815735
On My Own,Patti Labelle and Michael McDonald,?,?,?,?
Spies Like Us,Paul McCartney,238,99.23,-0.186772486772,0.756349206349
West End Girls,Pet Shop Boys,313,105.66,-0.0292824074074,0.433796296296
Glory Of Love,Peter Cetera,243,84.68,0.263919191919,0.582111111111
Sledgehammer,Peter Gabriel,303,98.21,0.0249263468013,0.452030723906
Take Me Home,Phil Collins,335,91.78,0.0761904761905,0.481746031746
Kiss,Prince and The Revolution,276,99.23,0.21130952381,0.511111111111
Baby Love,Regina,294,91.78,0.348150281618,0.56678827445
I Didn't Mean To Turn You On,Robert Palmer,205,106.67,-0.233152173913,0.797282608696
Addicted To Love,Robert Palmer,318,86.71,0.0100446428571,0.562053571429
Love Touch,Rod Stewart,264,100.24,0.230753968254,0.508641395155
Walk This Way,Run-D.M.C.,?,?,?,?
The Sweetest Taboo,Sade,270,98.21,0.421818181818,0.525227272727
Perfect Way,Scritti Politti,387,84.68,0.550052650053,0.65616005616
A Love Bizarre,Sheila E.,?,?,?,?
Alive And Kicking,Simple Minds,303,96.18,0.212978927203,0.602250957854
Holding Back The Years,Simply Red,147,90.77,-0.0166666666667,0.111111111111
Let's Go All The Way,Sly Fox,186,100.24,0.157954545455,0.476515151515
Two Of Hearts,Stacey Q,262,88.74,?,?
Object Of My Desire,Starpoint,188,88.74,0.274404761905,0.474404761905
Sara,Starship,238,75.2,0.447777777778,0.576296296296
Higher Love,Steve Winwood,322,89.75,0.250352733686,0.537808641975
Talk To Me,Stevie Nicks,289,105.66,-0.0571957671958,0.493968253968
Go Home,Stevie Wonder,360,93.14,0.0690379403794,0.755729771583
Burning Heart,Survivor,231,84.34,0.2625,0.483333333333
King For A Day,Thompson Twins,325,95.17,0.455882352941,0.644117647059
Rumors,Timex Social Club,605,97.2,?,?
Typical Male,Tina Turner,282,88.74,-0.0271396396396,0.408033033033
I'll Be Over You,Toto,144,82.31,0.195454545455,0.5
Why Can't This Be Love,Van Halen,196,106.67,0.367857142857,0.628571428571
I'm Your Man,Wham!,342,98.21,0.221428571429,0.572470238095
Greatest Love Of All,Whitney Houston,273,89.75,0.398044965787,0.639247311828
How Will I Know,Whitney Houston,400,104.64,0.25,0.533870967742
Sleeping Bag,ZZ Top,136,86.71,-0.160416666667,0.675
When Smokey Sings,ABC,265,89.75,0.250535714286,0.535714285714
I Knew You Were Waiting (For Me),Aretha Franklin and George Michael,?,?,?,?
Always,Atlantic Starr,192,95.17,0.510714285714,0.638492063492
I Heard A Rumour,Bananarama,318,107.69,-0.141326530612,0.447959183673
Walk Like An Egyptian,Bangles,?,?,?,?
(You Gotta) Fight For Your Right (To Party),Beastie Boys,153,95.17,0.259920634921,0.501521164021
(I've Had) The Time Of My Life,Bill Medley and Jennifer Warnes,?,?,?,?
Mony Mony,Billy Idol,516,98.21,0.434018759019,0.548683261183
To Be A Lover,Billy Idol,378,91.78,0.257993197279,0.573384353741
At This Moment,Billy Vera and The Beaters,159,102.61,0.174074074074,0.598148148148
Shakedown,Bob Seger,268,61.33,0.17797979798,0.252777777778
Wanted Dead Or Alive,Bon Jovi,219,80.28,-0.08,0.3975
Livin' On A Prayer,Bon Jovi,289,97.2,-0.0267410951621,0.468713450292
Right On Track,Breakfast Club,236,96.18,0.11334803057,0.469850088183
Mandolin Rain,Bruce Hornsby and The Range,238,98.21,0.123015873016,0.371031746032
The Way It Is,Bruce Hornsby and The Range,185,99.23,0.0472222222222,0.522222222222
Brilliant Disguise,Bruce Springsteen,247,99.23,0.308889919604,0.631418779633
Respect Yourself,Bruce Willis,191,91.78,0.245707070707,0.454208754209
Heat Of The Night,Bryan Adams,19,62.34,-0.3125,0.6875
Will You Still Love Me?,Chicago,?,?,?,?
The Lady In Red,Chris De Burgh,244,96.18,0.1785,0.454666666667
Lean On Me,Club Nouveau,272,106.67,-0.0366666666667,0.573333333333
Don't Dream It's Over,Crowded House,243,99.23,0.379464285714,0.416964285714
Something So Strong,Crowded House,121,89.75,0.30625,0.649479166667
(I Just) Died In Your Arms,Cutting Crew,313,97.2,0.301465201465,0.689926739927
I've Been In Love Before,Cutting Crew,159,82.31,0.341666666667,0.622222222222
Change Of Heart,Cyndi Lauper,250,96.18,0.06,0.323333333333
Can't We Try,Dan Hill,389,96.18,0.0821721311475,0.446721311475
Only In My Dreams,Debbie Gibson,227,104.64,0.0681069958848,0.673251028807
Notorious,Duran Duran,298,87.72,0.1375,0.51798245614
Carrie,Europe,171,99.23,-0.0185185185185,0.196296296296
Come Go With Me,Expose,331,88.74,0.0634424603175,0.376785714286
Point Of No Return,Expose,204,96.18,0.235714285714,0.471428571429
Let Me Be The One,Expose,370,99.23,0.397107438017,0.536570247934
Big Love,Fleetwood Mac,86,100.24,0.235294117647,0.388235294118
Little Lies,Fleetwood Mac,272,98.21,0.0580882352941,0.555882352941
