I'm The Plug,Drake & Future,?,?,?,?
Hold My Hand,Jess Glynne,353,96.18,0.186363636364,0.559090909091
Kick The Dust Up,Luke Bryan,322,108.7,0.164944444444,0.310888888889
Feedback,Kanye West,391,98.21,0.152902018229,0.484583333333
H.O.L.Y.,Florida Georgia Line,?,?,?,?
The Hills,The Weeknd,475,96.18,?,?
Wildest Dreams,Taylor Swift,364,97.2,?,?
Good For You,Selena Gomez Featuring A$AP Rocky,?,?,?,?
Raspberry Beret,Prince And The Revolution,362,97.2,0.378267973856,0.512418300654
This Could Be Us,Rae Sremmurd,534,102.61,-0.113899782135,0.414226579521
Can't Feel My Face,The Weeknd,472,100.58,?,?
Ultralight Beam,Kanye West,875,99.23,0.186915836102,0.567684569952
Mary Did You Know,Jordan Smith,139,107.69,-0.187752525253,0.576430976431
Team,Iggy Azalea,414,99.23,0.0041280148423,0.705426716141
Sorry Not Sorry,Bryson Tiller,571,96.18,-0.0365163321527,0.624287550833
Kiss,Prince And The Revolution,276,99.23,0.21130952381,0.511111111111
It's You,Zayn,211,108.7,-0.1,0.833333333333
True Colors,Zedd & Kesha,157,97.2,0.203968253968,0.581746031746
Me Too,Meghan Trainor,304,107.69,-0.0954545454545,0.536363636364
Gonna Wanna Tonight,Chase Rice,359,86.71,-0.00401587301587,0.325206349206
Scholarships,Drake & Future,?,?,?,?
Thinking Out Loud,Ed Sheeran,320,96.18,0.304727891156,0.585986394558
New Level,A$AP Ferg Featuring Future,?,?,?,?
Digital Dash,Drake & Future,?,?,?,?
Comfortable,K Camp,494,96.18,0.220919436957,0.533235998802
Lay It All On Me,Rudimental Featuring Ed Sheeran,?,?,?,?
Faded,Alan Walker,173,83.32,0.052380952381,0.671428571429
If It Ain't Love,Jason Derulo,434,107.69,0.345809386973,0.54061302682
All The Way Up,Fat Joe & Remy Ma Featuring French Montana & Infared,?,?,?,?
Dark Times,The Weeknd Featuring Ed Sheeran,?,?,?,?
Top Of The World,Tim McGraw,422,96.18,0.391419860627,0.50331010453
Piece By Piece,Kelly Clarkson,343,88.74,?,?
Real Life,Jake Owen,237,106.67,0.126181006494,0.443482142857
Anything Goes,Florida Georgia Line,414,88.74,-0.08179138322,0.62947845805
Just Like Fire,P!nk,?,?,?,?
My House,Flo Rida,382,89.75,?,?
Send My Love (To Your New Lover),Adele,394,98.21,0.218984487734,0.510073953824
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello,?,?,?,?
I Like The Sound Of That,Rascal Flatts,421,97.2,0.202109440267,0.42433166249
I Don't Like It, I Love It,Flo Rida Featuring Robin Thicke & Verdine White,?,?,?,?
Cake By The Ocean,DNCE,418,86.71,?,?
Get Used To Me,Justin Bieber,421,96.18,0.300139790765,0.565859487734
Might Not,Belly Featuring The Weeknd,?,?,?,?
One Dance,Drake Featuring WizKid & Kyla,?,?,?,?
Diamonds Dancing,Drake & Future,?,?,?,?
Never Be Like You,Flume Featuring Kai,?,?,?,?
Drunk On Your Love,Brett Eldredge,286,94.15,?,?
9,Drake,487,95.17,0.00489256678281,0.473693379791
Lazarus,David Bowie,160,99.23,?,?
Cecilia And The Satellite,Andrew McMahon In The Wilderness,262,99.23,0.141769547325,0.520576131687
Sugar,Robin Schulz Featuring Francesco Yates,?,?,?,?
Focus,Ariana Grande,339,88.74,-0.00512820512821,0.558974358974
Fly,Maddie & Tae,261,103.63,?,?
Bad Blood,Taylor Swift Featuring Kendrick Lamar,?,?,?,?
Heartbeat,Carrie Underwood,368,82.65,?,?
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild,?,?,?,?
Alright,Kendrick Lamar,701,97.2,-0.143784421597,0.552842261905
Can't Sleep Love,Pentatonix,334,98.21,0.187878787879,0.684848484848
6 Inch,Beyonce Featuring The Weeknd,?,?,?,?
Unsteady,X Ambassadors,159,82.31,-0.0539473684211,0.531578947368
Adventure Of A Lifetime,Coldplay,303,90.77,?,?
Can't Stop The Feeling!,Justin Timberlake,509,88.74,0.525277777778,0.639305555556
Hello,Adele,356,81.29,?,?
Stitches,Shawn Mendes,391,98.21,?,?
Mind Reader,Dustin Lynch,387,96.18,0.0100252525253,0.433535353535
Fight Song,Rachel Platten,322,99.23,0.0763227513228,0.351917989418
Confident,Demi Lovato,269,99.23,-0.251396825397,0.835825396825
Dibs,Kelsea Ballerini,417,98.21,?,?
Roses,The Chainsmokers Featuring Rozes,?,?,?,?
Olivia,One Direction,288,88.74,0.172272727273,0.559285714286
Country Nation,Brad Paisley,221,81.29,0.0830158730159,0.23496031746
Don't Hurt Yourself,Beyonce Featuring Jack White,?,?,?,?
Back Up,DeJ Loaf Featuring Big Sean,?,?,?,?
Oui,Jeremih,410,105.66,0.176086956522,0.563285024155
Should've Been Us,Tori Kelly,412,107.69,0.121923868313,0.687798353909
Traveller,Chris Stapleton,196,88.74,-0.01875,0.653472222222
Views,Drake,160,98.21,0.140909090909,0.45
Needed Me,Rihanna,330,97.2,?,?
Think Of You,Chris Young Duet With Cassadee Pope,?,?,?,?
Life Is Worth Living,Justin Bieber,338,90.77,0.0858312858313,0.397072072072
oui,Jeremih,410,105.66,0.176086956522,0.563285024155
Nothin' Like You,Dan + Shay,337,100.24,0.233370535714,0.675297619048
Let Me Love You,Ariana Grande Featuring Lil Wayne,?,?,?,?
Low Life,Future Featuring The Weeknd,?,?,?,?
Here,Alessia Cara,466,96.18,0.0295238095238,0.406357142857
This Is What You Came For,Calvin Harris Featuring Rihanna,?,?,?,?
All The Way Up,Fat Joe & Remy Ma Featuring French Montana,?,?,?,?
Where Ya At,Future Featuring Drake,?,?,?,?
Mark My Words,Justin Bieber,127,99.23,0.128787878788,0.75
Die A Happy Man,Thomas Rhett,338,95.17,?,?
Perfect,One Direction,420,88.74,0.306457431457,0.695019332519
Die A Happy Man,Nelly,371,105.66,0.338526570048,0.66654589372
Victorious,Panic! At The Disco,278,81.29,-0.053125,0.444791666667
Hollow,Tori Kelly,356,97.2,?,?
Acquainted,The Weeknd,392,88.74,0.0910876623377,0.675178571429
Marvin Gaye,Charlie Puth Featuring Meghan Trainor,?,?,?,?
Lonesome Broken And Blue,Adam Wakefield,165,98.21,0.0743827160494,0.452160493827
The Christmas Song (Merry Christmas To You),Nat King Cole,136,90.77,0.262179487179,0.488919413919
Work From Home,Fifth Harmony Featuring Ty Dolla $ign,?,?,?,?
Lost Boy,Ruth B,426,88.74,0.160689655172,0.654827586207
Hymn For The Weekend,Coldplay,335,99.23,?,?
Tell Your Friends,The Weeknd,574,97.2,-0.158775252525,0.603724747475
Work,Rihanna Featuring Drake,?,?,?,?
Planes,Jeremih Featuring J. Cole,?,?,?,?
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,?,?,?,?
Uma Thurman,Fall Out Boy,316,97.2,0.0948717948718,0.187179487179
Ex's & Oh's,Elle King,369,105.66,0.233800505051,0.242714646465
New Americana,Halsey,209,63.36,0.176359895249,0.453325851104
Flex (Ooh Ooh Ooh),Rich Homie Quan,500,96.18,0.0205009276438,0.455912183055
Big Rings,Drake & Future,?,?,?,?
Stick Talk,Future,495,95.17,-0.0390782828283,0.43547979798
679,Fetty Wap Featuring Remy Boyz,?,?,?,?
Company,Justin Bieber,218,88.74,-0.137222222222,0.416111111111
Father Stretch My Hands Pt. 1,Kanye West,?,?,?,?
Hallelujah,Lindsey Stirling,2,?,0.0,0.0
